223.jpg,goddess,317.39145,307.4688,-350.60898,330.25189,293.36627,-304.57929,337.40032,293.99707,-304.48183,342.57186,294.58749,-304.63119,308.14497,292.14935,-303.70672,300.73407,291.93723,-303.84966,295.20135,291.94572,-303.86764,350.33937,304.75561,-103.65572,288.79804,302.32523,-97.91755,331.21895,327.89632,-282.77166,302.74115,324.89526,-281.89562,406.50311,410.8719,0.46013,228.31581,407.95237,-33.27625,517.57094,413.67369,-37.90523,113.34534,409.14866,-217.46079,534.26891,297.62589,-79.86656,92.55018,298.63882,-450.70486,534.89728,266.93101,-92.53895,87.97478,267.32721,-512.47309,525.98937,261.32052,-76.76114,97.81657,260.88873,-480.58224,521.80896,273.70653,-77.10897,103.51178,269.89111,-450.74508,368.90758,636.46555,4.78857,257.42795,633.14129,-5.00029,523.42772,721.03608,-312.46191,101.34265,721.15452,-347.4615,483.60915,864.96897,173.86517,148.44332,869.59745,87.07329,464.71682,887.35928,216.32025,169.73326,891.40667,126.18548,548.50782,912.29018,79.56371,88.94584,915.06567,-16.69065
104.jpeg,goddess,269.4509,75.59622,-324.84288,275.90815,62.51385,-295.03823,280.82206,61.88767,-295.04312,285.09152,61.31393,-295.18984,261.71183,63.89968,-288.74796,257.58945,64.40251,-288.79309,253.95092,64.97053,-288.69726,295.33014,66.27277,-151.88865,253.25708,71.50266,-118.61651,282.53272,88.84007,-275.50046,264.86593,91.55861,-265.9435,351.08806,140.08313,-71.98576,223.10131,146.81667,-35.63759,449.68044,143.10069,-111.49441,134.69664,151.10214,-37.04554,517.50957,84.21896,-263.94955,81.93165,99.26215,-142.9187,537.54193,69.18991,-301.05393,64.91066,79.71776,-172.7994,535.15449,62.71481,-328.13278,65.50741,76.19903,-191.40207,527.37642,67.27267,-283.61953,72.00176,81.99084,-158.4064,325.43502,313.48288,-18.88819,243.02066,311.5991,18.80912,453.10814,353.85348,-370.00268,116.76348,357.38216,-293.48496,467.41644,493.11332,-119.59736,118.22552,489.52274,-68.93389,458.49407,507.2154,-102.63212,131.45671,502.09383,-52.20372,488.23853,541.31148,-269.90167,95.81343,542.85743,-185.43407
188.jpg,goddess,165.64426,52.62733,-47.70306,167.27322,50.30891,-40.35038,168.3453,50.34801,-40.34101,169.23414,50.36717,-40.36613,164.30986,50.42826,-39.79066,163.35005,50.54905,-39.79981,162.52331,50.58538,-39.79183,170.49431,51.54182,-8.78737,161.71099,51.77544,-5.65952,167.80706,55.31033,-37.07501,164.05167,55.24241,-36.28723,179.08155,67.61112,6.65805,152.40827,67.81915,8.61664,197.74618,72.67615,-19.48689,132.47538,71.13493,-12.23685,198.12374,54.49435,-53.31447,133.88765,52.71761,-41.76465,198.6224,49.60656,-60.76841,133.25571,47.24684,-49.82137,196.59929,49.18528,-55.85495,135.62872,46.96011,-44.71225,195.69916,51.00457,-52.59773,136.70431,48.92896,-41.135,174.03193,102.91376,-2.04301,156.88307,102.5503,2.02023,199.28112,111.19452,-67.57452,131.46597,110.85448,-59.87244,197.54005,137.66929,-4.30696,134.03557,137.57693,-2.37609,194.7047,141.83322,1.06455,137.35431,141.89312,2.64795,205.72254,145.81139,-23.7175,124.38133,145.10827,-20.13753
154.jpg,goddess,248.64298,79.94885,-368.68324,253.77324,70.79532,-342.05715,256.63438,70.65833,-342.00055,260.1135,70.53445,-342.11913,243.57542,70.69703,-343.51848,239.53983,70.52718,-343.59923,235.55719,70.49325,-343.57869,264.26632,73.26328,-216.1177,228.56434,73.81016,-220.52569,255.00107,89.31133,-324.62244,241.17674,89.67722,-325.98719,295.90893,125.48041,-146.61177,194.09256,125.73167,-153.55523,368.19507,119.45705,-203.11104,120.43646,116.49036,-207.19495,377.5719,52.90872,-298.63121,111.20157,50.03693,-308.74263,393.7284,41.17082,-327.04838,96.72369,38.28326,-341.92489,390.05896,38.51334,-329.00514,102.14417,35.70403,-341.87971,381.68112,42.80319,-305.78021,109.25223,40.07178,-314.62026,277.87039,254.32451,-6.34066,214.42723,252.66694,6.11839,380.16676,273.9444,-231.21971,108.2752,265.10825,-194.99875,386.24768,371.71954,-0.77007,107.49419,369.38641,20.54422,373.7048,389.95296,18.03454,118.48873,386.83817,38.1488,429.43508,398.52305,-72.39339,58.2057,394.7671,-41.08463
200.jpg,goddess,305.74478,99.55259,-179.17386,310.26569,91.30516,-153.16164,313.74314,91.25439,-153.15947,316.24073,91.16274,-153.28655,299.34196,92.18454,-153.66392,295.63167,92.58215,-153.71414,291.96198,92.9339,-153.69207,320.80239,96.61534,-46.42782,287.74168,99.47853,-47.78776,313.53631,110.07334,-143.8054,299.87821,110.56106,-144.44378,352.32272,156.86055,12.90912,261.92819,159.61454,-8.32635,413.99207,175.23228,-6.57371,199.13634,179.00132,-69.42268,430.56971,111.78251,-53.07236,188.30492,114.94639,-160.01924,432.95074,93.85634,-65.3072,183.65274,95.40064,-184.6462,426.63147,90.48901,-58.11505,189.36181,92.18178,-173.85044,423.90944,97.20723,-53.25019,193.33227,98.35141,-160.83457,339.99487,277.53313,4.97705,278.47224,277.54033,-5.00048,419.4239,323.4137,-212.43253,199.09912,329.89306,-217.7466,411.21053,408.52331,-9.03935,205.88032,411.21369,-33.65197,396.68217,423.23021,7.4644,219.7836,420.63073,-17.66467,444.07773,439.45487,-76.30373,182.51325,442.12987,-100.28154
37.jpg,goddess,865.46814,153.22125,-233.38425,883.66901,121.59673,-170.67294,895.04553,121.5317,-170.66165,905.39709,121.70491,-170.92369,843.17249,122.53622,-156.77956,829.23816,123.43026,-156.78447,817.94977,124.59748,-156.66505,924.13074,134.49942,114.73229,806.03186,138.22148,182.1922,886.74823,185.42101,-134.90642,845.08984,184.35572,-117.11115,1009.5741,320.64752,211.07088,728.44678,324.89461,331.79877,1158.71716,502.0043,-138.95915,577.26715,472.09441,33.19064,1163.255,302.84844,-530.16718,562.23145,282.28369,-435.61755,1154.89062,242.67816,-586.953,571.32593,230.16436,-497.72107,1141.80566,230.4158,-540.78668,585.46686,218.47948,-457.94678,1136.80688,246.48715,-515.93591,589.08398,237.89031,-430.1413,958.0191,670.43751,-30.08352,792.86908,666.864,29.80352,1215.26611,719.84964,-777.56683,513.77625,701.77863,-613.95532,1142.23608,990.76287,-167.16693,633.45923,955.39699,-60.59109,1111.26672,1027.91696,-110.40312,676.26898,1000.20972,-7.38176,1233.70374,1077.31774,-329.74844,513.6214,1030.11869,-202.94403
51.jpg,goddess,377.2598,124.53544,-351.76575,383.63989,116.39924,-329.98702,386.90965,116.20566,-329.9475,389.4963,116.02431,-330.04862,372.69571,116.53632,-328.80179,369.37267,116.42803,-328.8898,366.08827,116.53857,-328.87521,395.27165,118.7247,-219.7216,361.85234,119.52822,-211.64107,384.95023,132.88446,-312.63161,371.19181,132.66366,-310.33172,427.42179,167.34303,-147.42124,332.22771,169.74339,-142.42877,494.338,170.85776,-205.73268,265.69266,175.44889,-185.46579,513.11571,113.02171,-297.73501,249.77541,120.48605,-280.99797,521.54419,97.998,-323.45414,242.80918,104.53749,-309.21287,516.78009,95.77708,-321.50821,248.02775,100.69453,-308.22125,512.28887,99.75272,-302.00052,251.7661,105.93073,-285.04902,408.19345,283.86697,-6.82784,349.03976,282.58815,6.69222,500.31748,296.65972,-205.37003,267.908,298.98294,-215.71521,500.53441,397.29533,-36.93038,245.94135,392.28542,-47.33362,490.31274,414.5749,-25.36123,253.6488,410.84345,-34.58612,537.73583,423.20953,-118.61413,206.55366,418.61075,-125.19023
4.jpg,goddess,202.88415,112.82758,-117.91039,205.22203,108.57157,-106.93752,206.65755,108.47091,-106.94871,207.84993,108.37628,-106.99998,200.45109,108.69618,-108.25469,198.87463,108.68156,-108.27727,197.20024,108.65429,-108.27832,209.53526,109.81923,-51.40132,194.98988,110.25307,-56.8731,205.75018,116.73794,-97.74864,199.92361,116.95621,-99.3535,221.04895,132.13251,-16.01653,182.02717,132.24779,-28.29374,245.27063,140.64342,-27.20725,158.08324,140.02739,-41.02744,262.96186,114.273,-85.98695,138.79874,118.07149,-97.00652,269.07091,107.35955,-98.9611,130.67977,111.24466,-110.771,267.06522,103.94968,-104.68427,133.00012,108.26634,-117.45336,264.52906,106.83405,-91.24126,136.11019,110.45044,-102.06081,215.8334,189.25602,1.76849,189.96551,189.5412,-1.75655,252.06776,214.06133,-88.40053,153.43072,213.73288,-82.2855,255.83959,254.74942,10.5434,148.73425,254.36214,7.77316,251.12884,260.43211,17.85287,152.95726,259.58862,14.51969,269.44206,273.21401,-28.68997,136.47053,272.8031,-30.99251
107.jpeg,goddess,148.70289,33.66758,-114.52534,150.45748,30.24616,-105.31608,151.71234,30.21778,-105.3235,153.01584,30.22752,-105.36832,146.66651,30.50004,-105.85658,145.15741,30.68687,-105.88804,143.61075,30.94454,-105.88239,155.25772,32.30411,-60.73111,141.59622,33.73588,-62.28418,151.42953,38.02566,-98.87153,146.70885,38.38858,-99.33101,169.22607,54.24181,-36.53295,131.06953,54.61635,-39.36455,193.80466,56.16998,-53.94029,104.75326,56.70562,-49.07662,211.5714,36.7114,-93.63054,85.16933,39.14,-90.97073,215.68292,31.13183,-102.82559,79.42319,34.48532,-100.16737,214.26802,29.51713,-107.59602,80.04093,32.74267,-108.79933,212.70604,31.31707,-97.866,82.04441,34.12489,-96.54806,160.89814,104.31294,-2.91688,137.57817,103.17217,2.91236,194.14326,117.97888,-79.62869,104.17828,117.09431,-69.03101,193.46648,152.75101,-8.80016,103.17501,152.68946,-1.77062,190.0749,158.5082,-4.02523,107.31139,158.50166,2.88002,209.29041,160.78003,-42.28799,87.9796,161.37263,-30.86883
194.jpg,goddess,73.1182,86.98749,-140.04648,74.91754,84.72449,-132.69017,75.83888,84.73344,-132.67509,76.64596,84.79619,-132.71131,71.82062,84.7878,-132.52942,70.90016,84.80229,-132.55635,70.01105,84.86759,-132.5589,78.36314,86.01857,-93.71319,69.20206,86.17468,-92.61535,75.45916,90.23257,-126.21838,71.55789,90.02894,-125.9569,86.15314,100.76222,-67.95369,62.11587,102.20005,-63.85699,106.30578,106.04176,-100.81406,42.44759,108.05058,-92.41333,108.97473,86.8008,-141.34847,38.1319,89.43526,-133.86139,111.16515,82.19515,-150.82788,35.21077,83.44487,-144.05632,109.70327,81.32465,-147.69443,37.32245,82.39159,-140.98165,108.13711,83.19589,-141.4565,38.78861,84.85826,-134.2853,82.99459,134.72169,-2.24799,66.34302,134.7592,2.16943,108.31118,135.19302,-77.68114,41.28637,136.67294,-77.4675,101.45695,158.48511,9.9124,48.04914,161.44681,8.08495,98.28709,160.32045,17.38502,51.53786,163.5248,15.65431,105.59368,170.20813,-12.1711,44.32636,172.18532,-12.2647
